Account,City,State,Property Type,Servicer,Servicer Type,Loan Type,UnPaid Balance,0,30,60,90,REO,Current Prop Value,LTV,Avg OEP,Unemployment,Avg Values,Inventory,Days on Market
ACCT_4482,Las Vegas,NV,MF,Chase,Bank,FR,325924,,1,,,,219316,$1.49,-0.49,7.20%,"$187,345","24,341",240
ACCT_4483,Las Vegas,NV,SFA,PHH,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_4484,Las Vegas,NV,CO,National City,Bank,FR,192172,,1,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_4485,Las Vegas,NV,MF,EDS CU,Credit Union,ARM,150121,,1,,,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_4486,Las Vegas,NV,CO,National City,Bank,ARM,550000,,,,1,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_4487,Las Vegas,NV,MF,EDS CU,Credit Union,ARM,192172,,,1,,,160000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_4488,Las Vegas,NV,SFA,National City,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_4489,Las Vegas,NV,SFA,EDS CU,Credit Union,FR,325924,,,1,,,310281,$1.05,-0.05,7.20%,"$187,345","24,341",240
ACCT_4490,Las Vegas,NV,CO,National City,Bank,FR,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_4491,Las Vegas,NV,CO,EDS CU,Credit Union,FR,192172,,,1,,,150505,$1.28,-0.28,7.20%,"$187,345","24,341",240
ACCT_4492,Las Vegas,NV,CO,EDS CU,Credit Union,FR,150121,,1,,,,101982,$1.47,-0.47,7.10%,"$224,700","22,781",120
ACCT_4493,Las Vegas,NV,MF,National City,Bank,ARM,550000,,,,1,,449533,$1.22,-0.22,7.10%,"$224,700","22,781",120
ACCT_4494,Las Vegas,NV,SFA,EDS CU,Credit Union,ARM,192172,,1,,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_4495,Las Vegas,NV,SFA,National City,Bank,FR,150121,,1,,,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_4496,Las Vegas,NV,SFA,EDS CU,Credit Union,FR,325924,,,1,,,310281,$1.05,-0.05,7.20%,"$187,345","24,341",240
ACCT_4497,Las Vegas,NV,CO,National City,Bank,FR,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_4498,Las Vegas,NV,SFA,PHH,Mtg Company,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_4499,Las Vegas,NV,CO,Chase,Bank,FR,150121,,1,,1,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_4500,Las Vegas,NV,MF,PHH,Mtg Company,ARM,550000,,,1,,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_4501,Las Vegas,NV,SFA,Chase,Bank,ARM,192172,,,1,,,169000,$1.14,-0.14,7.20%,"$187,345","24,341",240
ACCT_4502,Las Vegas,NV,CO,PHH,Mtg Company,FR,150121,,,,1,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_4503,Las Vegas,NV,MF,Chase,Bank,FR,550000,,,1,,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_4504,Las Vegas,NV,MF,PHH,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_4505,Las Vegas,NV,SFA,National City,Bank,FR,240287,,,,,1,296515,$0.81,0.19,10.60%,"$43,125","15,373",197
ACCT_4506,Las Vegas,NV,SFA,EDS CU,Credit Union,FR,150121,1,,,,,200000,$0.75,0.25,10.60%,"$43,125","15,373",197
ACCT_4507,Las Vegas,NV,CO,National City,Bank,ARM,550000,1,,,,,650000,$0.85,0.15,7.10%,"$224,700","22,781",120
ACCT_4508,Las Vegas,NV,CO,BofA,Bank,ARM,192172,,,1,,,171171,$1.12,-0.12,7.10%,"$224,700","22,781",120
ACCT_4509,Las Vegas,NV,MF,Fifth Third,Thrift,FR,150121,1,,,,,230000,$0.65,0.35,7.10%,"$224,700","22,781",120
ACCT_4510,Las Vegas,NV,MF,BofA,Bank,ARM,550000,,1,,,,545545,$1.01,-0.01,7.20%,"$187,345","24,341",240
ACCT_4511,Las Vegas,NV,SFA,Fifth Third,Thrift,ARM,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_4512,Las Vegas,NV,CO,BofA,Bank,FR,240287,,,1,,,200000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_4513,Las Vegas,NV,MF,Fifth Third,Thrift,FR,325924,1,,,,,340000,$0.96,0.04,7.20%,"$187,345","24,341",240
ACCT_4514,Las Vegas,NV,SFA,BofA,Bank,ARM,550000,,,,1,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_4515,Las Vegas,NV,CO,Fifth Third,Thrift,ARM,192172,,1,,,,175123,$1.10,-0.1,7.20%,"$187,345","24,341",240
ACCT_4516,Las Vegas,NV,SFA,Fifth Third,Thrift,FR,192172,,,1,,,170000,$1.13,-0.13,7.20%,"$187,345","24,341",240
ACCT_4517,Las Vegas,NV,SFA,BofA,Bank,FR,240287,,,1,,,200000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_4518,Las Vegas,NV,CO,Fifth Third,Thrift,FR,192172,,1,,,,175000,$1.10,-0.1,7.20%,"$187,345","24,341",240
ACCT_4519,Las Vegas,NV,CO,BofA,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_4520,Las Vegas,NV,MF,Fifth Third,Thrift,FR,150121,,1,,1,,145000,$1.04,-0.04,10.60%,"$43,125","15,373",197
ACCT_4521,Las Vegas,NV,SFA,BofA,Bank,ARM,550000,,,1,,,475000,$1.16,-0.16,10.60%,"$43,125","15,373",197
ACCT_4522,Las Vegas,NV,SFA,National City,Bank,FR,192172,,,1,,1,180000,$1.07,-0.07,6.30%,"$176,891","36,800",145
ACCT_4523,Las Vegas,NV,SFA,EDS CU,Credit Union,ARM,150121,,1,,,,175000,$0.86,0.14,6.30%,"$176,891","36,800",145
ACCT_4524,Las Vegas,NV,SFA,National City,Bank,ARM,550000,1,,,,,700000,$0.79,0.21,7.20%,"$187,345","24,341",240
ACCT_4525,Las Vegas,NV,CO,EDS CU,Credit Union,ARM,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_4526,Las Vegas,NV,MF,National City,Bank,FR,240287,,,,,1,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_4527,Las Vegas,NV,SFA,EDS CU,Credit Union,FR,150121,,,,1,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_4528,Las Vegas,NV,MF,National City,Bank,FR,550000,1,,,,,500000,$1.10,-0.1,7.20%,"$187,345","24,341",240
ACCT_4529,Las Vegas,NV,SFA,National City,Bank,FR,192172,,,1,,,165000,$1.17,-0.16,7.20%,"$187,345","24,341",240
ACCT_4530,Las Vegas,NV,CO,EDS CU,Credit Union,FR,150121,,,,1,,120000,$1.25,-0.25,7.20%,"$187,345","24,341",240
ACCT_4531,Las Vegas,NV,MF,National City,Bank,FR,550000,,,1,,,470000,$1.17,-0.17,7.20%,"$187,345","24,341",240
ACCT_4532,Las Vegas,NV,SFA,EDS CU,Credit Union,FR,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_4533,Las Vegas,NV,SFA,National City,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_4534,Las Vegas,NV,SFA,EDS CU,Credit Union,FR,325924,,,1,,,310281,$1.05,-0.05,10.60%,"$43,125","15,373",197
ACCT_4535,Las Vegas,NV,CO,National City,Bank,FR,550000,,,,1,,449533,$1.22,-0.22,7.10%,"$224,700","22,781",120
ACCT_4536,Las Vegas,NV,CO,EDS CU,Credit Union,FR,192172,,,1,,,180000,$1.07,-0.07,7.10%,"$224,700","22,781",120
ACCT_4537,Las Vegas,NV,MF,National City,Bank,ARM,150121,,,1,,,125000,$1.20,-0.2,7.10%,"$224,700","22,781",120
ACCT_4538,Las Vegas,NV,SFA,National City,Bank,ARM,550000,,1,,,,525000,$1.05,-0.05,6.30%,"$176,891","36,800",145
ACCT_4539,Las Vegas,NV,SFA,EDS CU,Credit Union,ARM,192172,1,,,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_4540,Las Vegas,NV,CO,National City,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_4541,Las Vegas,NV,MF,EDS CU,Credit Union,FR,325924,,1,,,,219316,$1.49,-0.49,7.20%,"$187,345","24,341",240
ACCT_4542,Las Vegas,NV,SFA,National City,Bank,FR,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_4543,Las Vegas,NV,CO,EDS CU,Credit Union,FR,192172,,1,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_4544,Las Vegas,NV,MF,National City,Bank,FR,150121,,1,,,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_4545,Las Vegas,NV,SFA,PHH,Mtg Company,FR,550000,,,,1,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_4546,Las Vegas,NV,CO,Chase,Bank,ARM,192172,,,1,,,160000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_4547,Las Vegas,NV,CO,PHH,Mtg Company,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_4548,Las Vegas,NV,MF,Chase,Bank,FR,325924,,,1,,,310281,$1.05,-0.05,10.60%,"$43,125","15,373",197
ACCT_4549,Las Vegas,NV,SFA,PHH,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_4550,Las Vegas,NV,SFA,Chase,Bank,FR,192172,,,1,,,150505,$1.28,-0.28,10.60%,"$43,125","15,373",197
ACCT_4551,Las Vegas,NV,CO,PHH,Mtg Company,ARM,150121,,1,,,,101982,$1.47,-0.47,7.10%,"$224,700","22,781",120
ACCT_4552,Las Vegas,NV,SFA,National City,Bank,ARM,550000,,,,1,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_4553,Las Vegas,NV,CO,BofA,Bank,ARM,192172,,1,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_4554,Las Vegas,NV,MF,Fifth Third,Thrift,FR,150121,,1,,,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_4555,Las Vegas,NV,SFA,BofA,Bank,FR,325924,,,1,,,310281,$1.05,-0.05,7.20%,"$187,345","24,341",240
ACCT_4556,Las Vegas,NV,CO,Fifth Third,Thrift,FR,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_4557,Las Vegas,NV,MF,BofA,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_4558,Las Vegas,NV,CO,Fifth Third,Thrift,FR,150121,,1,,1,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_4559,Las Vegas,NV,MF,BofA,Bank,ARM,550000,,,1,,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_4560,Las Vegas,NV,SFA,Fifth Third,Thrift,ARM,192172,,,1,,,169000,$1.14,-0.14,7.20%,"$187,345","24,341",240
ACCT_4561,Las Vegas,NV,SFA,BofA,Bank,FR,150121,,,,1,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_4562,Las Vegas,NV,CO,BofA,Bank,FR,550000,,,1,,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_4563,Las Vegas,NV,CO,Fifth Third,Thrift,FR,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_4564,Las Vegas,NV,CO,BofA,Bank,FR,240287,,,,,1,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_4565,Las Vegas,NV,MF,Fifth Third,Thrift,FR,150121,1,,,,,200000,$0.75,0.25,7.10%,"$224,700","22,781",120
ACCT_4566,Las Vegas,NV,SFA,BofA,Bank,ARM,550000,1,,,,,650000,$0.85,0.15,6.30%,"$176,891","36,800",145
ACCT_4567,Las Vegas,NV,SFA,Fifth Third,Thrift,ARM,192172,,,1,,,171171,$1.12,-0.12,6.30%,"$176,891","36,800",145
ACCT_4568,Las Vegas,NV,SFA,BofA,Bank,FR,150121,1,,,,,230000,$0.65,0.35,7.20%,"$187,345","24,341",240
ACCT_4569,Las Vegas,NV,CO,National City,Bank,FR,550000,,1,,,,545545,$1.01,-0.01,7.20%,"$187,345","24,341",240
ACCT_4570,Las Vegas,NV,SFA,EDS CU,Credit Union,FR,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_4571,Las Vegas,NV,CO,National City,Bank,FR,240287,,,1,,,200000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_4572,Las Vegas,NV,MF,EDS CU,Credit Union,FR,325924,1,,,,,340000,$0.96,0.04,7.20%,"$187,345","24,341",240
ACCT_4573,Las Vegas,NV,SFA,National City,Bank,ARM,550000,,,,1,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_4574,Las Vegas,NV,CO,EDS CU,Credit Union,ARM,192172,,1,,,,175123,$1.10,-0.1,7.20%,"$187,345","24,341",240
ACCT_4575,Las Vegas,NV,MF,National City,Bank,FR,192172,,,1,,,170000,$1.13,-0.13,7.20%,"$187,345","24,341",240
ACCT_4576,Las Vegas,NV,MF,First Horizon,Mtg Company,ARM,240287,,,1,,,200000,$1.20,-0.2,10.60%,"$43,125","15,373",197
ACCT_4577,Las Vegas,NV,SFA,Wells,Bank,ARM,192172,,1,,,,175000,$1.10,-0.1,10.60%,"$43,125","15,373",197
ACCT_4578,Las Vegas,NV,SFA,First Horizon,Mtg Company,FR,240287,1,,,,,296515,$0.81,0.19,10.60%,"$43,125","15,373",197
ACCT_4579,Las Vegas,NV,CO,Wells,Bank,FR,150121,,1,,1,,145000,$1.04,-0.04,7.10%,"$224,700","22,781",120
ACCT_4580,Las Vegas,NV,CO,First Horizon,Mtg Company,ARM,550000,,,1,,,475000,$1.16,-0.16,7.10%,"$224,700","22,781",120
ACCT_4581,Las Vegas,NV,MF,Wells,Bank,ARM,192172,,,1,,1,180000,$1.07,-0.07,7.10%,"$224,700","22,781",120
ACCT_4582,Las Vegas,NV,MF,First Horizon,Mtg Company,FR,150121,,1,,,,175000,$0.86,0.14,7.20%,"$187,345","24,341",240
ACCT_4583,Las Vegas,NV,SFA,Wells,Bank,FR,550000,1,,,,,700000,$0.79,0.21,7.20%,"$187,345","24,341",240
ACCT_4584,Las Vegas,NV,CO,First Horizon,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_4585,Las Vegas,NV,MF,First Horizon,Mtg Company,FR,240287,,,,,1,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_4586,Las Vegas,NV,SFA,Wells,Bank,FR,150121,,,,1,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_4587,Las Vegas,NV,CO,First Horizon,Mtg Company,ARM,550000,1,,,,,500000,$1.10,-0.1,7.20%,"$187,345","24,341",240
ACCT_4588,Las Vegas,NV,SFA,Wells,Bank,FR,192172,,,1,,,165000,$1.17,-0.16,7.20%,"$187,345","24,341",240
ACCT_4589,Las Vegas,NV,SFA,First Horizon,Mtg Company,ARM,150121,,,,1,,120000,$1.25,-0.25,7.20%,"$187,345","24,341",240
ACCT_4590,Las Vegas,NV,CO,Wells,Bank,ARM,550000,,,1,,,470000,$1.17,-0.17,7.20%,"$187,345","24,341",240
ACCT_4591,Las Vegas,NV,CO,First Horizon,Mtg Company,ARM,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_4592,Las Vegas,NV,MF,Wells,Bank,FR,240287,1,,,,,296515,$0.81,0.19,10.60%,"$43,125","15,373",197
ACCT_4593,Las Vegas,NV,SFA,BofA,Bank,FR,325924,,,1,,,310281,$1.05,-0.05,10.60%,"$43,125","15,373",197
ACCT_4594,Las Vegas,NV,SFA,Fifth Third,Thrift,FR,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_4595,Las Vegas,NV,SFA,BofA,Bank,FR,192172,,,1,,,180000,$1.07,-0.07,6.30%,"$176,891","36,800",145
ACCT_4596,Las Vegas,NV,SFA,Fifth Third,Thrift,FR,150121,,,1,,,125000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_4597,Las Vegas,NV,CO,BofA,Bank,FR,550000,,1,,,,525000,$1.05,-0.05,7.20%,"$187,345","24,341",240
ACCT_4598,Las Vegas,NV,MF,Fifth Third,Thrift,FR,192172,1,,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_4599,Las Vegas,NV,SFA,BofA,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_4600,Las Vegas,NV,MF,PHH,Mtg Company,FR,325924,,1,,,,219316,$1.49,-0.49,7.20%,"$187,345","24,341",240
ACCT_4601,Las Vegas,NV,SFA,Chase,Bank,FR,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_4602,Las Vegas,NV,CO,PHH,Mtg Company,FR,192172,,1,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_4603,Las Vegas,NV,MF,Chase,Bank,ARM,150121,,1,,,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_4604,Las Vegas,NV,SFA,PHH,Mtg Company,ARM,550000,,,,1,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_4605,Las Vegas,NV,SFA,Chase,Bank,ARM,192172,,,1,,,160000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_4606,Las Vegas,NV,SFA,PHH,Mtg Company,FR,240287,1,,,,,296515,$0.81,0.19,10.60%,"$43,125","15,373",197
ACCT_4607,Las Vegas,NV,CO,Chase,Bank,FR,325924,,,1,,,310281,$1.05,-0.05,7.10%,"$224,700","22,781",120
ACCT_4608,Las Vegas,NV,CO,PHH,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_4609,Las Vegas,NV,MF,PHH,Mtg Company,FR,192172,,,1,,,150505,$1.28,-0.28,7.10%,"$224,700","22,781",120
ACCT_4610,Las Vegas,NV,SFA,Chase,Bank,FR,150121,,1,,,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_4611,Las Vegas,NV,SFA,PHH,Mtg Company,FR,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_4612,Las Vegas,NV,CO,Chase,Bank,ARM,192172,,1,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_4613,Las Vegas,NV,MF,PHH,Mtg Company,FR,150121,,1,,,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_4614,Las Vegas,NV,SFA,Chase,Bank,FR,325924,,,1,,,310281,$1.05,-0.05,7.20%,"$187,345","24,341",240
ACCT_4615,Las Vegas,NV,CO,PHH,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_4616,Las Vegas,NV,MF,First Horizon,Mtg Company,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_4617,Las Vegas,NV,SFA,Wells,Bank,ARM,150121,,1,,1,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_4618,Las Vegas,NV,CO,First Horizon,Mtg Company,ARM,550000,,,1,,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_4619,Las Vegas,NV,CO,Wells,Bank,ARM,192172,,,1,,,169000,$1.14,-0.14,7.20%,"$187,345","24,341",240
ACCT_4620,Las Vegas,NV,MF,First Horizon,Mtg Company,FR,150121,,,,1,,101982,$1.47,-0.47,10.60%,"$43,125","15,373",197
ACCT_4621,Las Vegas,NV,SFA,Wells,Bank,FR,550000,,,1,,,449533,$1.22,-0.22,10.60%,"$43,125","15,373",197
ACCT_4622,Las Vegas,NV,SFA,First Horizon,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_4623,Las Vegas,NV,CO,Wells,Bank,FR,240287,,,,,1,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_4624,Las Vegas,NV,SFA,National City,Bank,FR,150121,1,,,,,200000,$0.75,0.25,7.20%,"$187,345","24,341",240
ACCT_4625,Las Vegas,NV,CO,EDS CU,Credit Union,ARM,550000,1,,,,,650000,$0.85,0.15,7.20%,"$187,345","24,341",240
ACCT_4626,Las Vegas,NV,MF,National City,Bank,ARM,192172,,,1,,,171171,$1.12,-0.12,7.20%,"$187,345","24,341",240
ACCT_4627,Las Vegas,NV,SFA,EDS CU,Credit Union,FR,150121,1,,,,,230000,$0.65,0.35,7.20%,"$187,345","24,341",240
ACCT_4628,Las Vegas,NV,CO,National City,Bank,FR,550000,,1,,,,545545,$1.01,-0.01,7.20%,"$187,345","24,341",240
ACCT_4629,Las Vegas,NV,MF,EDS CU,Credit Union,FR,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_4630,Las Vegas,NV,CO,National City,Bank,FR,240287,,,1,,,200000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_4631,Las Vegas,NV,MF,EDS CU,Credit Union,FR,325924,1,,,,,340000,$0.96,0.04,7.20%,"$187,345","24,341",240
ACCT_4632,Las Vegas,NV,SFA,National City,Bank,ARM,550000,,,,1,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_4633,Las Vegas,NV,SFA,National City,Bank,ARM,192172,,1,,,,175123,$1.10,-0.1,7.20%,"$187,345","24,341",240
ACCT_4634,Las Vegas,NV,CO,EDS CU,Credit Union,FR,192172,,,1,,,170000,$1.13,-0.13,7.20%,"$187,345","24,341",240
ACCT_4635,Las Vegas,NV,CO,National City,Bank,FR,240287,,,1,,,200000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_4636,Las Vegas,NV,CO,EDS CU,Credit Union,FR,192172,,1,,,,175000,$1.10,-0.1,7.10%,"$224,700","22,781",120
ACCT_4637,Las Vegas,NV,MF,National City,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_4638,Las Vegas,NV,SFA,EDS CU,Credit Union,FR,150121,,1,,1,,145000,$1.04,-0.04,6.30%,"$176,891","36,800",145
ACCT_4639,Las Vegas,NV,SFA,National City,Bank,ARM,550000,,,1,,,475000,$1.16,-0.16,6.30%,"$176,891","36,800",145
ACCT_4640,Las Vegas,NV,SFA,PHH,Mtg Company,ARM,192172,,,1,,1,180000,$1.07,-0.07,7.20%,"$187,345","24,341",240
ACCT_4641,Las Vegas,NV,CO,Chase,Bank,FR,150121,,1,,,,175000,$0.86,0.14,7.20%,"$187,345","24,341",240
ACCT_4642,Las Vegas,NV,SFA,PHH,Mtg Company,ARM,550000,1,,,,,700000,$0.79,0.21,7.20%,"$187,345","24,341",240
ACCT_4643,Las Vegas,NV,CO,Chase,Bank,ARM,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_4644,Las Vegas,NV,MF,PHH,Mtg Company,FR,240287,,,,,1,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_4645,Las Vegas,NV,SFA,Chase,Bank,FR,150121,,,,1,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_4646,Las Vegas,NV,CO,PHH,Mtg Company,ARM,550000,1,,,,,500000,$1.10,-0.1,7.20%,"$187,345","24,341",240
ACCT_4647,Las Vegas,NV,MF,Chase,Bank,ARM,192172,,,1,,,165000,$1.17,-0.16,7.20%,"$187,345","24,341",240
ACCT_4648,Las Vegas,NV,MF,Chase,Bank,FR,150121,,,,1,,120000,$1.25,-0.25,10.60%,"$43,125","15,373",197
ACCT_4649,Las Vegas,NV,SFA,PHH,Mtg Company,FR,550000,,,1,,,470000,$1.17,-0.17,10.60%,"$43,125","15,373",197
ACCT_4650,Las Vegas,NV,SFA,Chase,Bank,FR,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_4651,Las Vegas,NV,CO,PHH,Mtg Company,FR,240287,1,,,,,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_4652,Las Vegas,NV,CO,Chase,Bank,FR,325924,,,1,,,310281,$1.05,-0.05,7.10%,"$224,700","22,781",120
ACCT_4653,Las Vegas,NV,MF,PHH,Mtg Company,ARM,550000,,,,1,,449533,$1.22,-0.22,7.10%,"$224,700","22,781",120
ACCT_4654,Las Vegas,NV,MF,PHH,Mtg Company,FR,192172,,,1,,,180000,$1.07,-0.07,7.20%,"$187,345","24,341",240
ACCT_4655,Las Vegas,NV,SFA,Chase,Bank,ARM,150121,,,1,,,125000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_4656,Las Vegas,NV,CO,PHH,Mtg Company,ARM,550000,,1,,,,525000,$1.05,-0.05,7.20%,"$187,345","24,341",240
ACCT_4657,Las Vegas,NV,MF,Chase,Bank,ARM,192172,1,,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_4658,Las Vegas,NV,SFA,PHH,Mtg Company,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_4659,Las Vegas,NV,CO,Chase,Bank,FR,325924,,1,,,,219316,$1.49,-0.49,7.20%,"$187,345","24,341",240
ACCT_4660,Las Vegas,NV,SFA,PHH,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_4661,Las Vegas,NV,SFA,First Horizon,Mtg Company,FR,192172,,1,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_4662,Las Vegas,NV,CO,Wells,Bank,FR,150121,,1,,,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_4663,Las Vegas,NV,CO,First Horizon,Mtg Company,FR,550000,,,,1,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_4664,Las Vegas,NV,MF,Wells,Bank,FR,192172,,,1,,,160000,$1.20,-0.2,10.60%,"$43,125","15,373",197
ACCT_4665,Las Vegas,NV,SFA,First Horizon,Mtg Company,FR,240287,1,,,,,296515,$0.81,0.19,10.60%,"$43,125","15,373",197
ACCT_4666,Las Vegas,NV,SFA,Wells,Bank,FR,325924,,,1,,,310281,$1.05,-0.05,6.30%,"$176,891","36,800",145
ACCT_4667,Las Vegas,NV,SFA,First Horizon,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_4668,Las Vegas,NV,SFA,Wells,Bank,FR,192172,,,1,,,150505,$1.28,-0.28,7.20%,"$187,345","24,341",240
ACCT_4669,Las Vegas,NV,CO,First Horizon,Mtg Company,ARM,150121,,1,,,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_4670,Las Vegas,NV,MF,PHH,Mtg Company,ARM,550000,,,,1,,449533,$1.22,-0.22,7.20%,"$187,345","24,341",240
ACCT_4671,Las Vegas,NV,SFA,Chase,Bank,ARM,192172,,1,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
